timestamp,timestamp_iso,engine_label,post_process,event_type,count,avg_cer_raw,avg_cer_final,avg_improvement,source_json
20260428_115027,2026-04-28T11:50:27,chirp3,raw,track,6,0.6021,0.5963,0.0058,batch_eval_20260428_115027_chirp3_raw.json
20260428_115027,2026-04-28T11:50:27,chirp3,raw,train,1,0.95,0.95,0.0,batch_eval_20260428_115027_chirp3_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,control,22,2.2744,2.2603,0.0141,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,daily,28,1.5949,1.593,0.0019,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,door,4,2.7009,2.698,0.0029,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,emergency,1,0.5,0.4863,0.0137,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,track,6,0.5362,0.5235,0.0127,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm,train,1,0.95,0.95,0.0,batch_eval_20260428_115027_gemini_car_norm.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,control,22,2.2744,2.2598,0.0146,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,daily,28,1.5949,1.5943,0.0006,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,door,4,2.7009,2.698,0.0029,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,emergency,1,0.5,0.4863,0.0137,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,track,6,0.5362,0.5235,0.0127,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260428_115027_gemini_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,control,22,2.2744,2.265,0.0095,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,daily,28,1.5949,1.595,-0.0001,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,door,4,2.7009,2.6995,0.0014,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,emergency,1,0.5,0.4863,0.0137,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,track,6,0.5362,0.5235,0.0127,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,gemini,raw,train,1,0.95,0.95,0.0,batch_eval_20260428_115027_gemini_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,control,22,0.6402,0.6379,0.0023,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,daily,29,0.6808,0.6793,0.0015,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,door,4,0.6091,0.6091,0.0,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,emergency,1,0.5959,0.5959,0.0,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,track,6,0.6028,0.599,0.0039,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm,train,1,1.0,1.0,0.0,batch_eval_20260428_115027_sensevoice_car_norm.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,control,22,0.6402,0.6373,0.0029,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,daily,29,0.6808,0.6785,0.0024,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,door,4,0.6091,0.6091,0.0,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,emergency,1,0.5959,0.5959,0.0,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,track,6,0.6028,0.599,0.0039,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260428_115027_sensevoice_car_norm+dict.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,control,22,0.6402,0.6379,0.0023,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,daily,29,0.6808,0.6793,0.0015,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,door,4,0.6091,0.6091,0.0,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,emergency,1,0.5959,0.5959,0.0,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,track,6,0.6028,0.599,0.0039,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115027,2026-04-28T11:50:27,sensevoice,raw,train,1,1.0,1.0,0.0,batch_eval_20260428_115027_sensevoice_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,control,22,0.5823,0.575,0.0073,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,daily,29,0.7321,0.7217,0.0104,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,door,4,0.5763,0.5749,0.0014,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,emergency,1,0.5,0.4932,0.0068,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,track,6,0.6379,0.6247,0.0132,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm,train,1,1.0,1.0,0.0,batch_eval_20260428_115028_scribe_car_norm.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,control,22,0.5823,0.5579,0.0244,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,daily,29,0.7321,0.7074,0.0247,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,door,4,0.5763,0.5278,0.0485,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,emergency,1,0.5,0.4932,0.0068,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,track,6,0.6379,0.6165,0.0215,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260428_115028_scribe_car_norm+dict.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,control,22,0.5823,0.575,0.0073,batch_eval_20260428_115028_scribe_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,daily,29,0.7321,0.7224,0.0097,batch_eval_20260428_115028_scribe_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,door,4,0.5763,0.5749,0.0014,batch_eval_20260428_115028_scribe_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,emergency,1,0.5,0.4932,0.0068,batch_eval_20260428_115028_scribe_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,track,6,0.6379,0.6247,0.0132,batch_eval_20260428_115028_scribe_raw.json
20260428_115028,2026-04-28T11:50:28,scribe,raw,train,1,1.0,1.0,0.0,batch_eval_20260428_115028_scribe_raw.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,control,22,0.7871,0.7852,0.002,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,daily,29,0.823,0.8196,0.0034,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,door,4,1.5,1.4214,0.0786,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,emergency,1,0.4247,0.4247,0.0,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,track,6,0.6021,0.5944,0.0077,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_120244,2026-04-28T12:02:44,chirp3,car_norm+dict+llm,train,1,0.95,0.9,0.05,batch_eval_20260428_120244_chirp3_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,control,22,0.5823,0.5529,0.0294,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,daily,29,0.7321,0.7041,0.028,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,door,4,0.5763,0.5242,0.052,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,emergency,1,0.5,0.4932,0.0068,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,track,6,0.6379,0.6105,0.0274,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130711,2026-04-28T13:07:11,scribe,car_norm+dict+llm,train,1,1.0,1.0,0.0,batch_eval_20260428_130711_scribe_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,control,22,2.2744,2.2583,0.0161,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,daily,28,1.5949,1.5966,-0.0017,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,door,4,2.7009,0.5588,2.1421,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,emergency,1,0.5,0.4863,0.0137,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,track,6,0.5362,0.5235,0.0127,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_130848,2026-04-28T13:08:48,gemini,car_norm+dict+llm,train,1,0.95,0.95,0.0,batch_eval_20260428_130848_gemini_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,control,22,0.6402,0.6352,0.005,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,daily,29,0.6808,0.6707,0.0101,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,door,4,0.6091,0.6091,0.0,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,emergency,1,0.5959,0.5822,0.0137,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,track,6,0.6028,0.599,0.0039,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_131206,2026-04-28T13:12:06,sensevoice,car_norm+dict+llm,train,1,1.0,1.0,0.0,batch_eval_20260428_131206_sensevoice_car_norm+dict+llm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,control,19,0.3808,0.3685,0.0123,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,daily,26,0.5964,0.5932,0.0032,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,door,4,0.3528,0.3528,0.0,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,emergency,1,0.3836,0.3836,0.0,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,track,4,0.4131,0.4152,-0.0022,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm,train,1,0.95,0.95,0.0,batch_eval_20260428_172126_gemini25pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,control,19,0.3808,0.3683,0.0125,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,daily,26,0.5964,0.5932,0.0032,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,door,4,0.3528,0.3528,0.0,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,emergency,1,0.3836,0.3836,0.0,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,track,4,0.4131,0.4152,-0.0022,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260428_172126_gemini25pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,control,19,0.3808,0.3741,0.0067,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,daily,26,0.5964,0.5948,0.0016,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,door,4,0.3528,0.3528,0.0,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,emergency,1,0.3836,0.3836,0.0,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,track,4,0.4131,0.4152,-0.0022,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini25pro,raw,train,1,0.95,0.95,0.0,batch_eval_20260428_172126_gemini25pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,control,22,1.068,1.0531,0.0149,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,daily,28,0.5289,0.5221,0.0068,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,door,4,0.4044,0.3976,0.0068,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,emergency,1,0.226,0.226,0.0,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,track,6,0.3959,0.3869,0.009,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm,train,1,0.55,0.55,0.0,batch_eval_20260428_172126_gemini31pro_car_norm.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,control,22,1.068,1.0535,0.0145,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,daily,28,0.5289,0.5221,0.0068,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,door,4,0.4044,0.3976,0.0068,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,emergency,1,0.226,0.226,0.0,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,track,6,0.3959,0.3869,0.009,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,car_norm+dict,train,1,0.55,0.55,0.0,batch_eval_20260428_172126_gemini31pro_car_norm+dict.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,control,22,1.068,1.0585,0.0096,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,daily,28,0.5289,0.5246,0.0043,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,door,4,0.4044,0.4015,0.0029,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,emergency,1,0.226,0.226,0.0,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,track,6,0.3959,0.392,0.004,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_172126,2026-04-28T17:21:26,gemini31pro,raw,train,1,0.55,0.55,0.0,batch_eval_20260428_172126_gemini31pro_raw.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,control,22,1.068,1.0535,0.0145,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,daily,28,0.5289,0.5221,0.0068,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,door,4,0.4044,0.3976,0.0068,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,emergency,1,0.226,0.226,0.0,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,track,6,0.3959,0.3869,0.009,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173042,2026-04-28T17:30:42,gemini31pro,car_norm+dict+llm,train,1,0.55,0.55,0.0,batch_eval_20260428_173042_gemini31pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,control,19,0.3808,0.3683,0.0125,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,daily,26,0.5964,0.5932,0.0032,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,door,4,0.3528,0.3528,0.0,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,emergency,1,0.3836,0.3836,0.0,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,track,4,0.4131,0.4152,-0.0022,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260428_173607,2026-04-28T17:36:07,gemini25pro,car_norm+dict+llm,train,1,0.95,0.95,0.0,batch_eval_20260428_173607_gemini25pro_car_norm+dict+llm.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,control,19,0.3808,0.3547,0.026,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,daily,26,0.5964,0.595,0.0014,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,door,4,0.3528,0.3528,0.0,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,emergency,1,0.3836,0.3836,0.0,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,track,4,0.4131,0.4093,0.0038,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091750,2026-04-29T09:17:50,gemini25pro,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_091750_gemini25pro_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,control,22,0.5823,0.5579,0.0244,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,daily,29,0.7321,0.7074,0.0247,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,door,4,0.5763,0.5278,0.0485,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,emergency,1,0.5,0.4932,0.0068,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,track,6,0.6379,0.6165,0.0215,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,scribe,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_091751_scribe_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,control,22,0.6402,0.6373,0.0029,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,daily,29,0.6808,0.6785,0.0024,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,door,4,0.6091,0.6091,0.0,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,emergency,1,0.5959,0.5959,0.0,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,track,6,0.6028,0.599,0.0039,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_091751,2026-04-29T09:17:51,sensevoice,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_091751_sensevoice_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,control,19,0.3808,0.3547,0.026,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,daily,26,0.5964,0.595,0.0014,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,door,4,0.3528,0.3528,0.0,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,emergency,1,0.3836,0.3836,0.0,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,track,4,0.4131,0.4093,0.0038,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_093934,2026-04-29T09:39:34,gemini25pro,car_norm+dict,train,1,0.95,0.95,0.0,batch_eval_20260429_093934_gemini25pro_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,control,22,0.5823,0.5579,0.0244,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,daily,29,0.7321,0.7074,0.0247,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,door,4,0.5763,0.516,0.0603,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,emergency,1,0.5,0.4932,0.0068,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,track,6,0.6379,0.6165,0.0215,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_094208,2026-04-29T09:42:08,scribe,car_norm+dict,train,1,1.0,1.0,0.0,batch_eval_20260429_094208_scribe_car_norm+dict.json
20260429_101419,2026-04-29T10:14:19,sensevoice,car_norm+dict,control,22,0.6402,0.635,0.0052,batch_eval_20260429_101419_sensevoice_car_norm+dict.json
